Critic,Movie,Year,Recommends
Nate Adams,Bad Times at the El Royale,2018,1
Nate Adams,A Star Is Born,2018,1
Nate Adams,Night School,2018,0
Nate Adams,The House with a Clock in Its Walls,2018,0
Nate Adams,A Simple Favor,2018,1
Nate Adams,Life Itself,2018,0
Nate Adams,The Predator,2018,1
Nate Adams,The Nun,2018,0
Nate Adams,Peppermint,2018,0
Nate Adams,"Juliet, Naked",2018,1
Nate Adams,Operation Finale,2018,1
Nate Adams,Never Goin' Back,2018,1
Nate Adams,Searching,2018,1
Nate Adams,The Happytime Murders,2018,1
Nate Adams,Crazy Rich Asians,2018,1
Nate Adams,Mile 22,2018,1
Nate Adams,Alpha,2018,0
Nate Adams,The Meg,2018,0
Nate Adams,Slender Man,2018,0
Nate Adams,The Darkest Minds,2018,0
Nate Adams,Christopher Robin,2018,0
Nate Adams,The Spy Who Dumped Me,2018,0
Nate Adams,BlacKkKlansman,2018,1
Nate Adams,Relaxer,2018,1
Nate Adams,Mission: Impossible - Fallout,2018,1
Nate Adams,Mamma Mia! Here We Go Again,2018,1
Nate Adams,Equalizer 2,2018,0
Nate Adams,Blindspotting,2018,1
Nate Adams,Skyscraper,2018,0
Nate Adams,Hot Summer Nights,2018,1
Nate Adams,Ant-Man and the Wasp,2018,1
Nate Adams,The First Purge,2018,0
Nate Adams,Sicario: Day of the Soldado,2018,1
Sarah Knight Adamson,Instant Family,2018,1
Sarah Knight Adamson,The Nutcracker and the Four Realms,2018,0
Sarah Knight Adamson,Can You Ever Forgive Me?,2018,1
Sarah Knight Adamson,Bohemian Rhapsody,2018,1
Sarah Knight Adamson,Studio 54,2018,1
Sarah Knight Adamson,Smallfoot,2018,0
Sarah Knight Adamson,First Man,2018,1
Sarah Knight Adamson,Goosebumps 2: Haunted Halloween,2018,1
Sarah Knight Adamson,A Star Is Born,2018,1
Sarah Knight Adamson,Jane Fonda in Five Acts,2018,1
Sarah Knight Adamson,The House with a Clock in Its Walls,2018,0
Sarah Knight Adamson,A Simple Favor,2018,1
Sarah Knight Adamson,Crazy Rich Asians,2018,1
Sarah Knight Adamson,40 Years in the Making: The Magic Music Movie,2018,1
Sarah Knight Adamson,BlacKkKlansman,2018,1
Sarah Knight Adamson,Christopher Robin,2018,1
Sarah Knight Adamson,Mission: Impossible - Fallout,2018,1
Sarah Knight Adamson,Mamma Mia! Here We Go Again,2018,1
Sarah Knight Adamson,Hotel Transylvania 3: Summer Vacation,2018,0
Sarah Knight Adamson,Ant-Man and the Wasp,2018,1
Sarah Knight Adamson,Sicario: Day of the Soldado,2018,0
Sarah Knight Adamson,Jurassic World: Fallen Kingdom,2018,1
Sarah Knight Adamson,Incredibles 2,2018,1
Sarah Knight Adamson,Won't You Be My Neighbor?,2018,1
Sarah Knight Adamson,Solo: A Star Wars Story,2018,1
Sarah Knight Adamson,Book Club,2018,1
Sarah Knight Adamson,Deadpool 2,2018,1
Sarah Knight Adamson,Adrift,2018,1
Sarah Knight Adamson,RBG,2018,1
Sarah Knight Adamson,Ocean's 8,2018,1
Malik Adán,Monster Party,2018,1
Malik Adán,Can You Ever Forgive Me?,2018,1
Malik Adán,Widows,2018,1
Malik Adán,Burning (Beoning),2018,1
Malik Adán,The Man Who Feels No Pain,2018,1
Malik Adán,The Predator,2018,1
Malik Adán,Sorry to Bother You,2018,1
Malik Adán,G-Funk,2017,1
Malik Adán,The Misandrists,2018,0
Malik Adán,Virginia Minnesota,2018,1
Malik Adán,Devil's Whisper,2017,1
Malik Adán,"Sophie Gold, the Diary of a Gold Digger",2017,0
Malik Adán,Red Christmas,2017,1
Malik Adán,The Rift: Dark Side of the Moon,2016,1
Malik Adán,Alien Reign of Man,2017,0
Malik Adán,Shadowman,2017,1
Malik Adán,The Price,2017,1
Malik Adán,California Typewriter,2017,1
Malik Adán,Coffin 2,2017,1
Walter V. Addiego,At Eternity's Gate,2018,1
Walter V. Addiego,El Angel (El ángel),2018,0
Walter V. Addiego,The Great Buster: A Celebration,2018,1
Walter V. Addiego,Tea With the Dames (Nothing Like a Dame),2018,1
Walter V. Addiego,Studio 54,2018,0
Walter V. Addiego,Monsters and Men,2018,1
Walter V. Addiego,Fahrenheit 11/9,2018,0
Walter V. Addiego,The Song of Sway Lake,2018,0
Walter V. Addiego,White Boy Rick,2018,0
Walter V. Addiego,Pick of the Litter,2018,1
Walter V. Addiego,Operation Finale,2018,0
Walter V. Addiego,The Wife,2018,0
Walter V. Addiego,Generation Wealth,2018,0
Walter V. Addiego,The Cakemaker,2018,1
Walter V. Addiego,Under the Tree (Undir trénu),2018,1
Walter V. Addiego,Five Seasons: The Gardens Of Piet Oudolf,2018,1
Walter V. Addiego,Bernard and Huey,2018,1
Walter V. Addiego,Won't You Be My Neighbor?,2018,1
Walter V. Addiego,Mountain,2018,1
Walter V. Addiego,The House of Tomorrow,2018,0
Walter V. Addiego,The Rider,2018,1
Walter V. Addiego,A Bag of Marbles (Un sac de billes),2018,1
Walter V. Addiego,Beauty and the Dogs (Aala Kaf Ifrit),2018,0
Walter V. Addiego,Journey's End,2018,0
Walter V. Addiego,Ramen Heads,2018,1
Walter V. Addiego,Oh Lucy!,2018,1
Walter V. Addiego,The Cured,2018,0
Walter V. Addiego,Tehran Taboo,2018,0
Walter V. Addiego,Window Horses,2017,1
Walter V. Addiego,The Road Movie,2018,1
Walter V. Addiego,Intent to Destroy,2017,1
Walter V. Addiego,Along for the Ride,2017,0
Walter V. Addiego,Bill Nye: Science Guy,2017,1
Walter V. Addiego,The Other Side of Hope (Toivon tuolla puolen),2017,1
Walter V. Addiego,The Breadwinner,2017,1
Walter V. Addiego,The Divine Order (Die göttliche Ordnung),2017,0
Walter V. Addiego,Wait for Your Laugh,2017,1
Walter V. Addiego,Dina,2017,1
Walter V. Addiego,mother!,2017,1
Walter V. Addiego,Home Again,2017,0
Walter V. Addiego,Gook,2017,1
Walter V. Addiego,The Trip to Spain,2017,1
Walter V. Addiego,Menashe,2017,1
Walter V. Addiego,Annabelle: Creation,2017,0
Walter V. Addiego,Step,2017,1
Walter V. Addiego,Family Life (Vida de Familia),2017,0
Walter V. Addiego,Manifesto,2017,0
Walter V. Addiego,The Book of Henry,2017,0
Walter V. Addiego,The Commune (Kollektivet),2017,1
Walter V. Addiego,Angkor Awakens: A Portrait of Cambodia,2017,1
Alicia Adejobi,All Eyez on Me,2017,0
Alicia Adejobi,Ride Along 2,2016,1
Alicia Adejobi,The Perfect Guy,2015,0
Alicia Adejobi,The Program,2016,1
Alicia Adejobi,Carol,2015,1
Alicia Adejobi,The Lobster,2016,1
Alicia Adejobi,Trumbo,2015,1
Ade Adeniji,Django Unchained,2012,1
Ade Adeniji,12 Years a Slave,2013,1
Siddhant Adlakha,The Ballad of Buster Scruggs,2018,1
Siddhant Adlakha,Sunrise,2014,1
Siddhant Adlakha,Final Score,2018,1
Siddhant Adlakha,Mandy,2018,1
Siddhant Adlakha,Five Fingers for Marseilles,2018,1
Siddhant Adlakha,Madeline's Madeline,2018,1
Siddhant Adlakha,Night Comes On,2018,1
Siddhant Adlakha,Toward a Common Tenderness,2018,1
Siddhant Adlakha,"Kushina, what will you be",2018,1
Siddhant Adlakha,Violence Voyager,2018,1
Siddhant Adlakha,Hanagatami,2017,1
Siddhant Adlakha,Amiko,2018,1
Siddhant Adlakha,Noblemen,2018,1
Siddhant Adlakha,Venus,2017,1
Siddhant Adlakha,The Hungry,2017,1
Siddhant Adlakha,Nude,2017,1
Siddhant Adlakha,The Miseducation of Cameron Post,2018,1
Siddhant Adlakha,Belladonna of Sadness (Kanashimi no Beradona),1973,1
Siddhant Adlakha,Padmaavat,2018,1
Siddhant Adlakha,The Shape of Water,2017,1
Siddhant Adlakha,Ask the Sexpert,2017,1
Siddhant Adlakha,The Problem with Apu,2017,1
Siddhant Adlakha,LBJ,2017,1
Siddhant Adlakha,The Villainess (Ak-Nyeo),2017,1
Siddhant Adlakha,The Rider,2018,1
Siddhant Adlakha,On the Beach at Night Alone (Bamui haebyun-eoseo honja),2017,1
Siddhant Adlakha,Mudbound,2017,1
Siddhant Adlakha,Lady Bird,2017,1
Siddhant Adlakha,Call Me by Your Name,2018,1
Siddhant Adlakha,The Death of Stalin,2018,1
Siddhant Adlakha,Last Flag Flying,2017,1
Siddhant Adlakha,Jigsaw,2017,0
Siddhant Adlakha,Bodied,2018,1
Siddhant Adlakha,Darkland (Underverden),2017,1
Siddhant Adlakha,Maus,2017,1
Siddhant Adlakha,Gook,2017,1
Siddhant Adlakha,Kill Me Please (Mate-me por favor),2017,1
Siddhant Adlakha,Lipstick Under My Burkha,2016,1
Siddhant Adlakha,Loev,2015,1
Siddhant Adlakha,Battle of Memories,2017,1
Siddhant Adlakha,The Lost City of Z,2017,1
Siddhant Adlakha,Colossal,2017,1
Kaleem Aftab,They Shall Not Grow Old,2018,1
Kaleem Aftab,Friedkin Uncut,2018,1
Kaleem Aftab,Red Dog,2011,1
Kaleem Aftab,Day of the Falcon,2013,0
Kaleem Aftab,Mother and Child,2010,1
Kaleem Aftab,The Lady,2012,0
Kaleem Aftab,50/50,2011,1
Kaleem Aftab,The Ides of March,2011,1
Kaleem Aftab,The Art of Getting By,2011,1
Kaleem Aftab,Jane Eyre,2011,1
Kaleem Aftab,Kill List,2012,0
Kaleem Aftab,The Devil's Double,2011,1
Kaleem Aftab,The Taqwacores,2010,1
Kaleem Aftab,The Big Picture,2012,1
Kaleem Aftab,Passenger Side,2010,1
Kaleem Aftab,Drive Angry,2011,1
Kaleem Aftab,Unknown,2011,1
Kaleem Aftab,Sanctum,2011,1
Kaleem Aftab,Abel,2013,1
Kaleem Aftab,Chatroom,2010,0
Kaleem Aftab,The Way Back,2011,0
Kaleem Aftab,Harry Potter and the Deathly Hallows - Part 1,2010,0
Kaleem Aftab,The Kids Are All Right,2010,1
Kaleem Aftab,Easy A,2010,1
Kaleem Aftab,Buried,2010,1
Kaleem Aftab,I'm Still Here,2010,1
Kaleem Aftab,The Town,2010,1
Kaleem Aftab,Scott Pilgrim vs. the World,2010,1
Kaleem Aftab,Gainsbourg: A Heroic Life,2011,1
Kaleem Aftab,South of the Border,2010,1
Kaleem Aftab,Leaving (Partir),2010,0
Kaleem Aftab,Women Without Men (Zanan-e bedun-e mardan),2010,1
Kaleem Aftab,The Concert (Le concert),2010,0
Kaleem Aftab,Good Hair,2009,1
Kaleem Aftab,Heartbreaker (L'Arnacoeur),2010,1
Kaleem Aftab,Tetro,2009,1
Kaleem Aftab,Brooklyn's Finest,2010,1
Kaleem Aftab,The Killer Inside Me,2010,1
Kaleem Aftab,Four Lions,2010,1
Kaleem Aftab,Hot Tub Time Machine,2010,0
Kaleem Aftab,The Infidel,2010,0
Kaleem Aftab,Sons of Cuba,2009,0
Kaleem Aftab,Kick-Ass,2010,1
Kaleem Aftab,Everybody's Fine,2009,0
Kaleem Aftab,The Lovely Bones,2009,0
Kaleem Aftab,Ddongpari (Breathless),2009,0
Kaleem Aftab,Precious: Based on the Novel Push by Sapphire,2009,1
Kaleem Aftab,Sex & Drugs & Rock & Roll,2010,1
Kaleem Aftab,The Road,2009,1
Kaleem Aftab,Nine,2009,1
Chris Agar,Instant Family,2018,1
Chris Agar,The Girl in the Spider's Web,2018,0
Chris Agar,Prospect,2018,0
Chris Agar,Silencio,2018,0
Chris Agar,First Man,2018,1
Chris Agar,Night School,2018,0
Chris Agar,Peppermint,2018,0
Chris Agar,Searching,2018,1
Chris Agar,Teen Titans Go! To the Movies,2018,1
Chris Agar,Uncle Drew,2018,1
Chris Agar,Blumhouse's Truth or Dare,2018,0
Chris Agar,Gringo,2018,0
Chris Agar,Death Wish,2018,0
Chris Agar,Game Night,2018,1
Chris Agar,Early Man,2018,1
Chris Agar,12 Strong,2018,1
Chris Agar,"I, Tonya",2018,1
Chris Agar,The Post,2018,1
Chris Agar,The Greatest Showman,2017,0
Chris Agar,Downsizing,2017,0
Chris Agar,The Disaster Artist,2017,1
Chris Agar,Wonder,2017,1
Chris Agar,"Roman J. Israel, Esq.",2017,0
Chris Agar,Murder On The Orient Express,2017,1
Chris Agar,1922,2017,1
Chris Agar,Happy Death Day,2017,1
Chris Agar,The Mountain Between Us,2017,0
Chris Agar,Flatliners,2017,0
Chris Agar,The Lego Ninjago Movie,2017,0
Chris Agar,mother!,2017,0
Chris Agar,Logan Lucky,2017,1
Chris Agar,Annabelle: Creation,2017,1
Chris Agar,Atomic Blonde,2017,1
Chris Agar,The House,2017,0
Chris Agar,Baby Driver,2017,1
Chris Agar,47 Meters Down,2017,0
Chris Agar,Captain Underpants: The First Epic Movie (Captain Underpants),2017,1
Chris Agar,Pirates of the Caribbean: Dead Men Tell No Tales,2017,0
Chris Agar,The Circle,2017,0
Chris Agar,Free Fire,2017,0
Chris Agar,Going in Style,2017,0
Chris Agar,The Boss Baby,2017,1
Chris Agar,CHIPS,2017,0
Chris Agar,The Belko Experiment,2017,0
Chris Agar,Get Out,2017,1
Chris Agar,A Cure For Wellness,2017,0
Chris Agar,John Wick: Chapter 2,2017,1
Chris Agar,Rings,2017,0
Chris Agar,xXx: Return of Xander Cage,2017,0
Chris Agar,Monster Trucks,2017,1
Carlos Aguilar,Better Angels,2018,0
Carlos Aguilar,A Private War,2018,1
Carlos Aguilar,Billionaire Boys Club,2018,0
Carlos Aguilar,Night School,2018,1
Carlos Aguilar,Unbroken: Path to Redemption,2018,0
Carlos Aguilar,God Bless the Broken Road,2018,0
Carlos Aguilar,Ya Veremos,2018,0
Carlos Aguilar,Searching,2018,1
Carlos Aguilar,Crazy Rich Asians,2018,1
Carlos Aguilar,The Bleeding Edge,2018,1
Carlos Aguilar,Four Corners,2013,1
Carlos Aguilar,Saint Laurent,2015,1
Carlos Aguilar,Hide Your Smiling Faces,2014,1
Carlos Aguilar,In Fear,2014,1
Carlos Aguilar,The Pretty One,2014,0
Arturo Aguilar,12 Years a Slave,2013,1
Arturo Aguilar,The Shape of Water,2017,1
Arturo Aguilar,La caja vacía,2016,1
Arturo Aguilar,Zeus,2016,0
Arturo Aguilar,While Looking for the Devil (Mientras se busca al Diablo),2016,1
Arturo Aguilar,The Untamed (La región salvaje),2017,1
Arturo Aguilar,Neruda,2016,1
Arturo Aguilar,Slack Bay (Ma loute),2017,1
Arturo Aguilar,Fire at Sea (Fuocoammare),2016,1
Arturo Aguilar,The Magnificent Seven,2016,0
Arturo Aguilar,The Red Turtle (La tortue rouge),2017,1
Arturo Aguilar,Manchester by the Sea,2016,1
Arturo Aguilar,Elle,2016,1
Arturo Aguilar,Nocturnal Animals,2016,1
Arturo Aguilar,Arrival,2016,1
Arturo Aguilar,The Diary Of A Teenage Girl,2015,1
Arturo Aguilar,The Clan (El Clan),2016,1
Arturo Aguilar,Desierto,2016,1
Arturo Aguilar,Creed,2015,1
Arturo Aguilar,The Revenant,2015,1
Arturo Aguilar,Joy,2015,0
Arturo Aguilar,The Big Short,2015,1
Arturo Aguilar,600 Miles,2015,1
Arturo Aguilar,He Named Me Malala,2015,1
Arturo Aguilar,Sicario,2015,1
Arturo Aguilar,Crimson Peak,2015,1
Arturo Aguilar,Macbeth,2015,1
Arturo Aguilar,The Lobster,2016,1
Arturo Aguilar,Amy,2015,1
Arturo Aguilar,Room,2015,1
Arturo Aguilar,Anomalisa,2015,1
Arturo Aguilar,The Martian,2015,1
Arturo Aguilar,Güeros,2015,1
Arturo Aguilar,The Man From U.N.C.L.E.,2015,1
Arturo Aguilar,Hilda,2015,1
Arturo Aguilar,The Wolfpack,2015,1
Arturo Aguilar,The 33,2015,0
Arturo Aguilar,The Voices,2015,1
Arturo Aguilar,Eden,2015,0
Arturo Aguilar,Entourage,2015,0
Arturo Aguilar,Mission: Impossible Rogue Nation,2015,1
Arturo Aguilar,It Follows,2015,1
Arturo Aguilar,Minions,2015,1
Arturo Aguilar,Inside Out,2015,1
Sergio López Aguirre,Bohemian Rhapsody,2018,1
Sergio López Aguirre,Hearts Beat Loud,2018,1
Sergio López Aguirre,Venom,2018,0
Sergio López Aguirre,Summer of '84,2018,1
Sergio López Aguirre,The Predator,2018,0
Sergio López Aguirre,Upgrade,2018,1
Sergio López Aguirre,The Nun,2018,0
Sergio López Aguirre,Rendel: Dark Vengeance,2017,0
Sergio López Aguirre,Equalizer 2,2018,1
Sergio López Aguirre,Mission: Impossible - Fallout,2018,1
Sergio López Aguirre,Ant-Man and the Wasp,2018,1
Sergio López Aguirre,Jurassic World: Fallen Kingdom,2018,1
Sergio López Aguirre,Hereditary,2018,1
Sergio López Aguirre,Avengers: Infinity War,2018,1
Sergio López Aguirre,Rampage,2018,1
Sergio López Aguirre,Ready Player One,2018,1
Sergio López Aguirre,Pacific Rim Uprising,2018,1
Sergio López Aguirre,Tomb Raider,2018,1
Sergio López Aguirre,Winchester,2018,0
Sergio López Aguirre,The Hurt Locker,2009,1
Sergio López Aguirre,"I, Tonya",2018,1
Sergio López Aguirre,Black Panther,2018,1
Sergio López Aguirre,The Cloverfield Paradox,2018,1
Sergio López Aguirre,The Disaster Artist,2017,1
Sergio López Aguirre,Justice League,2017,1
Sergio López Aguirre,Murder On The Orient Express,2017,1
Sergio López Aguirre,Jigsaw,2017,1
Sergio López Aguirre,Thor: Ragnarok,2017,1
Sergio López Aguirre,Happy Death Day,2017,1
Sergio López Aguirre,Flatliners,2017,0
Sergio López Aguirre,American Made,2017,1
Sergio López Aguirre,Blade Runner 2049,2017,1
Sergio López Aguirre,The Lego Ninjago Movie,2017,0
Sergio López Aguirre,Kingsman: The Golden Circle,2017,1
Sergio López Aguirre,mother!,2017,1
Sergio López Aguirre,Guardians (Zashchitniki),2017,0
Sergio López Aguirre,Atomic Blonde,2017,1
Sergio López Aguirre,The Dark Tower,2017,1
Sergio López Aguirre,Annabelle: Creation,2017,1
Sergio López Aguirre,The Bride (Nevesta),2017,0
Sergio López Aguirre,Dunkirk,2017,1
Sergio López Aguirre,War for the Planet of the Apes,2017,1
Sergio López Aguirre,Spider-Man: Homecoming,2017,1
Sergio López Aguirre,It Comes At Night,2017,1
Sergio López Aguirre,Baywatch,2017,0
Sergio López Aguirre,Wonder Woman,2017,1
Sergio López Aguirre,King Arthur: Legend Of The Sword,2017,1
Sergio López Aguirre,The Fate of the Furious,2017,1
Sergio López Aguirre,Guardians of the Galaxy Vol. 2,2017,1
Sergio López Aguirre,Kong: Skull Island,2017,1
Musanna Ahmed,On Her Shoulders,2018,1
Musanna Ahmed,Shadow,2019,1
Musanna Ahmed,A Private War,2018,1
Musanna Ahmed,They Shall Not Grow Old,2018,1
Musanna Ahmed,Bodied,2018,1
Musanna Ahmed,Bisbee '17,2018,1
Musanna Ahmed,Papi Chulo,2018,1
Musanna Ahmed,The Silence of Others,2018,1
Musanna Ahmed,The Festival,2018,1
Musanna Ahmed,Ronnie Coleman: The King,2018,1
Musanna Ahmed,Whitney,2018,1
Musanna Ahmed,The Eyes of Orson Welles,2018,1
Musanna Ahmed,The Insufferable Groo,2018,1
Musanna Ahmed,A Woman Captured,2017,1
Musanna Ahmed,Tag,2018,1
Musanna Ahmed,Time Trial,2017,1
Musanna Ahmed,A Northern Soul,2018,1
Musanna Ahmed,Minding the Gap,2018,1
Musanna Ahmed,No Greater Law,2018,1
Musanna Ahmed,Three Identical Strangers,2018,1
Musanna Ahmed,McQueen,2018,1
Musanna Ahmed,Beauty and the Dogs (Aala Kaf Ifrit),2018,1
Musanna Ahmed,Ready Player One,2018,1
Musanna Ahmed,Beast of Burden,2018,0
Musanna Ahmed,Journey's End,2018,1
Musanna Ahmed,Padmaavat,2018,0
Musanna Ahmed,Sheikh Jackson,2018,1
Musanna Ahmed,Better Watch Out,2017,1
Musanna Ahmed,The Breadwinner,2017,1
Musanna Ahmed,Qarib Qarib Singlle,2017,1
Musanna Ahmed,A Bad Moms Christmas,2017,0
Musanna Ahmed,Novitiate,2017,1
Musanna Ahmed,The Ritual,2017,0
Musanna Ahmed,Jane,2017,1
Musanna Ahmed,The Mountain Between Us,2017,0
Musanna Ahmed,Borg Vs. McEnroe,2018,1
Musanna Ahmed,In Syria (Insyriated),2017,1
Musanna Ahmed,The Work,2017,1
Musanna Ahmed,The Villainess (Ak-Nyeo),2017,0
Musanna Ahmed,In Between,2018,1
Sadaf Ahsan,Peppermint,2018,0
Sadaf Ahsan,Puzzle,2018,0
Sadaf Ahsan,The Spy Who Dumped Me,2018,1
Sadaf Ahsan,Mission: Impossible - Fallout,2018,1
Sadaf Ahsan,Beirut,2018,0
Sadaf Ahsan,Fifty Shades Freed,2018,0
Sadaf Ahsan,League of Exotique Dancers,2015,1
Sadaf Ahsan,A Bigger Splash,2016,1
Akemi Aiello,Here and Now (Blue Night),2018,0
Akemi Aiello,Boys for Sale (Baibai bôizu),2017,1
Akemi Aiello,Anote's Ark,2018,1
Akemi Aiello,Ekaj,2015,1
Akemi Aiello,Flatliners,2017,0
Akemi Aiello,The Big Sick,2017,1
Akemi Aiello,CHIPS,2017,0
Akemi Aiello,The Last Word,2017,0
Tobi Akingbade,Black Panther,2018,1
Tobi Akingbade,"Everything, Everything",2017,1
Enric Albero,The Good Demons (Los buenos demonios),2018,0
Enric Albero,Casi 40,2018,1
Enric Albero,Invisible,2017,0
Enric Albero,Los Adioses,2017,1
Enric Albero,Sin Fin,2018,0
Enric Albero,Loveling (Benzinho),2018,1
Enric Albero,Mi querida cofradía,2018,0
Enric Albero,Les distàncies,2018,1
Enric Albero,El Mundo Es Suyo,2018,0
Enric Albero,Wood Eyes (Ojos de madera),2017,1
Enric Albero,Memoirs of A Man in Pajamas (Memorias de un hombre en pijama),2018,0
Enric Albero,Ana by Day (Ana de día),2018,0
Enric Albero,Formentera Lady,2018,1
Enric Albero,The Laws of Thermodynamics (Las Leyes de la Termodinámica),2018,1
Enric Albero,The Queen of Fear,2018,1
Enric Albero,You Shall Not Sleep (No dormirás),2018,0
Enric Albero,Violeta al fin,2017,1
Enric Albero,Nobody (Nadie),2017,1
Enric Albero,No Quiero Perderte Nunca,2017,0
Enric Albero,Black Snow (Nieve negra),2017,0
Enric Albero,Selfie,2017,1
Enric Albero,The Other Side Of The Wall (Al Otro Lado del Muro),2017,1
Enric Albero,Whirlpool (Redemoinha),2016,1
Enric Albero,Mist & the Maiden (La niebla y la doncella),2017,0
Enric Albero,Amar,2017,0
Enric Albero,The Lost Brother (El otro hermano),2017,0
Enric Albero,Donkeyote,2017,1
Enric Albero,Me casé con un boludo,2016,1
Enric Albero,You're Killing Me Susana (Me estás matando Susana),2017,1
Enric Albero,Can't Say Goodbye (No sé decir adiós),2017,1
Enric Albero,Llueven vacas,2017,0
Enric Albero,La Chana,2016,1
Enric Albero,El candidato,2016,0
Enric Albero,The Animal's Wife (La mujer del animal),2017,0
Enric Albero,Brava,2017,0
Enric Albero,Júlia ist,2017,1
Enric Albero,Summer 1993 (Estiu 1993),2018,1
Enric Albero,Demonios tus ojos,2017,0
Enric Albero,Escape Plan (Plan de fuga),2017,0
Enric Albero,Last Days in Havana (Últimos días en La Habana),2017,1
Enric Albero,The Chessplayer (El jugador de ajedrez),2017,0
Enric Albero,Crimen de Las Salinas,2016,1
Enric Albero,Maniac Tales,2016,0
Enric Albero,La memoria de mi padre,2017,0
Enric Albero,Skins,2017,1
Enric Albero,The Ballad of Oppenheimer Park,2016,1
Victoria Albert,Leave No Trace,2018,1
Rob Aldam,Vynález zkázy (The Fabulous World of Jules Verne)(A Deadly Invention),1958,1
Rob Aldam,The Price of Everything,2018,1
Rob Aldam,The Workshop (L'atelier),2018,1
Rob Aldam,I Kill Giants,2018,1
Rob Aldam,BPM (Beats Per Minute) (120 battements par minute),2017,1
Rob Aldam,Devil's Freedom (La Libertad del Diablo),2017,1
Rob Aldam,A Gentle Creature,2017,0
Rob Aldam,The Titan,2018,1
Rob Aldam,Even When I Fall,2017,1
Rob Aldam,Western,2018,1
Rob Aldam,The Old Dark House,1932,1
Rob Aldam,The Deminer,2017,1
Rob Aldam,New Town Utopia,2018,1
